url,iden,name,msg,state,fix,description,suggestion,codeExamples,options,other
https://docs.astral.sh/ruff/rules/percent-format-extra-named-arguments/,F504,percent-format-extra-named-arguments,<code>%</code>-format string has unused named argument(s): {message},Rule is stable,Automatic fix available,"What it does#
Checks for unused mapping keys in printf-style format strings.
","Why is this bad?#
Unused named placeholders in printf-style format strings are unnecessary,
and likely indicative of a mistake. They should be removed.
","----neg----:
""Hello, %(name)s"" % {""greeting"": ""Hello"", ""name"": ""World""}
----pos----:
""Hello, %(name)s"" % {""name"": ""World""}
",,"
<h1 id=""percent-format-extra-named-arguments-f504"">percent-format-extra-named-arguments (F504)<a class=""headerlink"" href=""#percent-format-extra-named-arguments-f504"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#printf-style-string-formatting"">Python documentation: <code>printf</code>-style String Formatting</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/percent-format-missing-argument/,F505,percent-format-missing-argument,<code>%</code>-format string is missing argument(s) for placeholder(s): {message},Rule is stable,Automatic fix not available,"What it does#
Checks for named placeholders in printf-style format strings that are not
present in the provided mapping.
","Why is this bad?#
Named placeholders that lack a corresponding value in the provided mapping
will raise a KeyError.
","----neg----:
""%(greeting)s, %(name)s"" % {""name"": ""world""}
----pos----:
""Hello, %(name)s"" % {""name"": ""world""}
",,"
<h1 id=""percent-format-missing-argument-f505"">percent-format-missing-argument (F505)<a class=""headerlink"" href=""#percent-format-missing-argument-f505"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#printf-style-string-formatting"">Python documentation: <code>printf</code>-style String Formatting</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/percent-format-mixed-positional-and-named/,F506,percent-format-mixed-positional-and-named,<code>%</code>-format string has mixed positional and named placeholders,Rule is stable,Automatic fix not available,"What it does#
Checks for printf-style format strings that have mixed positional and
named placeholders.
","Why is this bad?#
Python does not support mixing positional and named placeholders in
printf-style format strings. The use of mixed placeholders will raise a
TypeError at runtime.
","----neg----:
""%s, %(name)s"" % (""Hello"", {""name"": ""World""})
----pos----:
""%s, %s"" % (""Hello"", ""World"")
----other----:
Or:
""%(greeting)s, %(name)s"" % {""greeting"": ""Hello"", ""name"": ""World""}

",,"
<h1 id=""percent-format-mixed-positional-and-named-f506"">percent-format-mixed-positional-and-named (F506)<a class=""headerlink"" href=""#percent-format-mixed-positional-and-named-f506"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#printf-style-string-formatting"">Python documentation: <code>printf</code>-style String Formatting</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/percent-format-positional-count-mismatch/,F507,percent-format-positional-count-mismatch,<code>%</code>-format string has {wanted} placeholder(s) but {got} substitution(s),Rule is stable,Automatic fix not available,"What it does#
Checks for printf-style format strings that have a mismatch between the
number of positional placeholders and the number of substitution values.
","Why is this bad?#
When a printf-style format string is provided with too many or too few
substitution values, it will raise a TypeError at runtime.
","----neg----:
""%s, %s"" % (""Hello"", ""world"", ""!"")
----pos----:
""%s, %s"" % (""Hello"", ""world"")
",,"
<h1 id=""percent-format-positional-count-mismatch-f507"">percent-format-positional-count-mismatch (F507)<a class=""headerlink"" href=""#percent-format-positional-count-mismatch-f507"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#printf-style-string-formatting"">Python documentation: <code>printf</code>-style String Formatting</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/percent-format-star-requires-sequence/,F508,percent-format-star-requires-sequence,<code>%</code>-format string <code>*</code> specifier requires sequence,Rule is stable,Automatic fix not available,"What it does#
Checks for printf-style format strings that use the * specifier with
non-tuple values.
","Why is this bad?#
The use of the * specifier with non-tuple values will raise a
TypeError at runtime.
","----neg----:
from math import pi

""%(n).*f"" % {""n"": (2, pi)}
----pos----:
from math import pi

""%.*f"" % (2, pi)  # 3.14
",,"
<h1 id=""percent-format-star-requires-sequence-f508"">percent-format-star-requires-sequence (F508)<a class=""headerlink"" href=""#percent-format-star-requires-sequence-f508"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#printf-style-string-formatting"">Python documentation: <code>printf</code>-style String Formatting</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/percent-format-unsupported-format-character/,F509,percent-format-unsupported-format-character,<code>%</code>-format string has unsupported format character <code>{char}</code>,Rule is stable,Automatic fix not available,"What it does#
Checks for printf-style format strings with invalid format characters.
","Why is this bad?#
In printf-style format strings, the % character is used to indicate
placeholders. If a % character is not followed by a valid format
character, it will raise a ValueError at runtime.
","----neg----:
""Hello, %S"" % ""world""
----pos----:
""Hello, %s"" % ""world""
",,"
<h1 id=""percent-format-unsupported-format-character-f509"">percent-format-unsupported-format-character (F509)<a class=""headerlink"" href=""#percent-format-unsupported-format-character-f509"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#printf-style-string-formatting"">Python documentation: <code>printf</code>-style String Formatting</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/string-dot-format-invalid-format/,F521,string-dot-format-invalid-format,<code>.format</code> call has invalid format string: {message},Rule is stable,Automatic fix not available,"What it does#
Checks for str.format calls with invalid format strings.
","Why is this bad?#
Invalid format strings will raise a ValueError.
","----neg----:
""{"".format(foo)
----pos----:
""{}"".format(foo)
",,"
<h1 id=""string-dot-format-invalid-format-f521"">string-dot-format-invalid-format (F521)<a class=""headerlink"" href=""#string-dot-format-invalid-format-f521"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#str.format"">Python documentation: <code>str.format</code></a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/string-dot-format-extra-named-arguments/,F522,string-dot-format-extra-named-arguments,<code>.format</code> call has unused named argument(s): {message},Rule is stable,Automatic fix available,"What it does#
Checks for str.format calls with unused keyword arguments.
","Why is this bad?#
Unused keyword arguments are redundant, and often indicative of a mistake.
They should be removed.
","----neg----:
""Hello, {name}"".format(greeting=""Hello"", name=""World"")
----pos----:
""Hello, {name}"".format(name=""World"")
",,"
<h1 id=""string-dot-format-extra-named-arguments-f522"">string-dot-format-extra-named-arguments (F522)<a class=""headerlink"" href=""#string-dot-format-extra-named-arguments-f522"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<p>Fix is sometimes available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#str.format"">Python documentation: <code>str.format</code></a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/string-dot-format-extra-positional-arguments/,F523,string-dot-format-extra-positional-arguments,<code>.format</code> call has unused arguments at position(s): {message},Rule is stable,Automatic fix available,"What it does#
Checks for str.format calls with unused positional arguments.
","Why is this bad?#
Unused positional arguments are redundant, and often indicative of a mistake.
They should be removed.
","----neg----:
""Hello, {0}"".format(""world"", ""!"")
----pos----:
""Hello, {0}"".format(""world"")
",,"
<h1 id=""string-dot-format-extra-positional-arguments-f523"">string-dot-format-extra-positional-arguments (F523)<a class=""headerlink"" href=""#string-dot-format-extra-positional-arguments-f523"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<p>Fix is sometimes available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#str.format"">Python documentation: <code>str.format</code></a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/string-dot-format-missing-arguments/,F524,string-dot-format-missing-arguments,<code>.format</code> call is missing argument(s) for placeholder(s): {message},Rule is stable,Automatic fix not available,"What it does#
Checks for str.format calls with placeholders that are missing arguments.
","Why is this bad?#
In str.format calls, omitting arguments for placeholders will raise a
KeyError at runtime.
","----neg----:
""{greeting}, {name}"".format(name=""World"")
----pos----:
""{greeting}, {name}"".format(greeting=""Hello"", name=""World"")
",,"
<h1 id=""string-dot-format-missing-arguments-f524"">string-dot-format-missing-arguments (F524)<a class=""headerlink"" href=""#string-dot-format-missing-arguments-f524"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#str.format"">Python documentation: <code>str.format</code></a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/string-dot-format-mixing-automatic/,F525,string-dot-format-mixing-automatic,<code>.format</code> string mixes automatic and manual numbering,Rule is stable,Automatic fix not available,"What it does#
Checks for str.format calls that mix automatic and manual numbering.
","Why is this bad?#
In str.format calls, mixing automatic and manual numbering will raise a
ValueError at runtime.
","----neg----:
""{0}, {}"".format(""Hello"", ""World"")
----pos----:
""{0}, {1}"".format(""Hello"", ""World"")
----other----:
Or:
""{}, {}"".format(""Hello"", ""World"")

",,"
<h1 id=""string-dot-format-mixing-automatic-f525"">string-dot-format-mixing-automatic (F525)<a class=""headerlink"" href=""#string-dot-format-mixing-automatic-f525"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/library/stdtypes.html#str.format"">Python documentation: <code>str.format</code></a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/f-string-missing-placeholders/,F541,f-string-missing-placeholders,f-string without any placeholders,Rule is stable,Automatic fix available,"What it does#
Checks for f-strings that do not contain any placeholder expressions.
","Why is this bad?#
f-strings are a convenient way to format strings, but they are not
necessary if there are no placeholder expressions to format. In this
case, a regular string should be used instead, as an f-string without
placeholders can be confusing for readers, who may expect such a
placeholder to be present.
An f-string without any placeholders could also indicate that the
author forgot to add a placeholder expression.
","----neg----:
f""Hello, world!""
----pos----:
""Hello, world!""
",,"
<h1 id=""f-string-missing-placeholders-f541"">f-string-missing-placeholders (F541)<a class=""headerlink"" href=""#f-string-missing-placeholders-f541"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://www.python.org/dev/peps/pep-0498/"">PEP 498</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/multi-value-repeated-key-literal/,F601,multi-value-repeated-key-literal,Dictionary key literal <code>{name}</code> repeated,Rule is stable,Automatic fix available,"What it does#
Checks for dictionary literals that associate multiple values with the
same key.
","Why is this bad?#
Dictionary keys should be unique. If a key is associated with multiple values,
the earlier values will be overwritten. Including multiple values for the
same key in a dictionary literal is likely a mistake.
","----neg----:
foo = {
    ""bar"": 1,
    ""baz"": 2,
    ""baz"": 3,
}
foo[""baz""]  # 3
----pos----:
foo = {
    ""bar"": 1,
    ""baz"": 2,
}
foo[""baz""]  # 2
",,"
<h1 id=""multi-value-repeated-key-literal-f601"">multi-value-repeated-key-literal (F601)<a class=""headerlink"" href=""#multi-value-repeated-key-literal-f601"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<p>Fix is sometimes available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/tutorial/datastructures.html#dictionaries"">Python documentation: Dictionaries</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/multi-value-repeated-key-variable/,F602,multi-value-repeated-key-variable,Dictionary key <code>{name}</code> repeated,Rule is stable,Automatic fix available,"What it does#
Checks for dictionary keys that are repeated with different values.
","Why is this bad?#
Dictionary keys should be unique. If a key is repeated with a different
value, the first values will be overwritten and the key will correspond to
the last value. This is likely a mistake.
","----neg----:
foo = {
    bar: 1,
    baz: 2,
    baz: 3,
}
foo[baz]  # 3
----pos----:
foo = {
    bar: 1,
    baz: 2,
}
foo[baz]  # 2
",,"
<h1 id=""multi-value-repeated-key-variable-f602"">multi-value-repeated-key-variable (F602)<a class=""headerlink"" href=""#multi-value-repeated-key-variable-f602"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<p>Fix is sometimes available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/tutorial/datastructures.html#dictionaries"">Python documentation: Dictionaries</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/expressions-in-star-assignment/,F621,expressions-in-star-assignment,Too many expressions in star-unpacking assignment,Rule is stable,Automatic fix not available,"What it does#
Checks for the use of too many expressions in starred assignment statements.
","Why is this bad?#
In assignment statements, starred expressions can be used to unpack iterables.
In Python 3, no more than 1 << 8 assignments are allowed before a starred
expression, and no more than 1 << 24 expressions are allowed after a starred
expression.
",,,"
<h1 id=""expressions-in-star-assignment-f621"">expressions-in-star-assignment (F621)<a class=""headerlink"" href=""#expressions-in-star-assignment-f621"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
"
https://docs.astral.sh/ruff/rules/multiple-starred-expressions/,F622,multiple-starred-expressions,Two starred expressions in assignment,Rule is stable,Automatic fix not available,"What it does#
Checks for the use of multiple starred expressions in assignment statements.
","Why is this bad?#
In assignment statements, starred expressions can be used to unpack iterables.
Including more than one starred expression on the left-hand-side of an
assignment will cause a SyntaxError, as it is unclear which expression
should receive the remaining values.
","*foo, *bar, baz = (1, 2, 3)
",,"
<h1 id=""multiple-starred-expressions-f622"">multiple-starred-expressions (F622)<a class=""headerlink"" href=""#multiple-starred-expressions-f622"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://peps.python.org/pep-3132/"">PEP 3132</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/assert-tuple/,F631,assert-tuple,"Assert test is a non-empty tuple, which is always <code>True</code>",Rule is stable,Automatic fix not available,"What it does#
Checks for assert statements that use non-empty tuples as test
conditions.
","Why is this bad?#
Non-empty tuples are always True, so an assert statement with a
non-empty tuple as its test condition will always pass. This is likely a
mistake.
","----neg----:
assert (some_condition,)
----pos----:
assert some_condition
",,"
<h1 id=""assert-tuple-f631"">assert-tuple (F631)<a class=""headerlink"" href=""#assert-tuple-f631"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/reference/simple_stmts.html#the-assert-statement"">Python documentation: The <code>assert</code> statement</a></li>
</ul>
"
https://docs.astral.sh/ruff/rules/is-literal/,F632,is-literal,Use <code>==</code> to compare constant literals,Rule is stable,Automatic fix available,"What it does#
Checks for is and is not comparisons against constant literals, like
integers and strings.
","Why is this bad?#
The is and is not comparators operate on identity, in that they check
whether two objects are the same object. If the objects are not the same
object, the comparison will always be False. Using is and is not with
constant literals often works ""by accident"", but are not guaranteed to produce
the expected result.
As of Python 3.8, using is and is not with constant literals will produce
a SyntaxWarning.
Instead, use == and != to compare constant literals, which will compare
the values of the objects instead of their identities.
In preview, this rule will also flag is and is not comparisons against
non-constant literals, like lists, sets, and dictionaries. While such
comparisons will not raise a SyntaxWarning, they are still likely to be
incorrect, as they will compare the identities of the objects instead of
their values, which will always evaluate to False.
","----neg----:
x = 200
if x is 200:
    print(""It's 200!"")
----pos----:
x = 200
if x == 200:
    print(""It's 200!"")
",,"
<h1 id=""is-literal-f632"">is-literal (F632)<a class=""headerlink"" href=""#is-literal-f632"" title=""Permanent link"">#</a></h1>
<p>Derived from the <strong>Pyflakes</strong> linter.</p>
<p>Fix is always available.</p>
<h2 id=""references"">References<a class=""headerlink"" href=""#references"" title=""Permanent link"">#</a></h2>
<ul>
<li><a href=""https://docs.python.org/3/reference/expressions.html#is-not"">Python documentation: Identity comparisons</a></li>
<li><a href=""https://docs.python.org/3/reference/expressions.html#value-comparisons"">Python documentation: Value comparisons</a></li>
<li><a href=""https://adamj.eu/tech/2020/01/21/why-does-python-3-8-syntaxwarning-for-is-literal/""><em>Why does Python log a SyntaxWarning for ‘is’ with literals?</em> by Adam Johnson</a></li>
</ul>
"
